"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Aug 25 11:06:02 GMT 2020","Tue Aug 25 11:06:02 GMT 2020","4","","io.qameta.allure.examples.SimpleAssertTest","","io.qameta.allure.examples.SimpleAssertTest","failTest","failTest()",""
"failed","Tue Aug 25 11:06:02 GMT 2020","Tue Aug 25 11:06:02 GMT 2020","17","","io.qameta.allure.examples.SimpleAssertTest","","io.qameta.allure.examples.SimpleAssertTest","assertTrueTest","assertTrueTest()",""
"failed","Tue Aug 25 11:06:02 GMT 2020","Tue Aug 25 11:06:02 GMT 2020","3","","io.qameta.allure.examples.SimpleAssertTest","","io.qameta.allure.examples.SimpleAssertTest","assertNotNullTest","assertNotNullTest()",""
"failed","Tue Aug 25 11:06:02 GMT 2020","Tue Aug 25 11:06:02 GMT 2020","7","","io.qameta.allure.examples.SimpleAssertTest","","io.qameta.allure.examples.SimpleAssertTest","assertNullTest","assertNullTest()",""
"failed","Tue Aug 25 11:06:02 GMT 2020","Tue Aug 25 11:06:02 GMT 2020","74","","io.qameta.allure.examples.SimpleAssertTest","","io.qameta.allure.examples.SimpleAssertTest","assertFalseTest","assertFalseTest()",""
"failed","Tue Aug 25 11:06:02 GMT 2020","Tue Aug 25 11:06:02 GMT 2020","11","","io.qameta.allure.examples.SimpleAssertTest","","io.qameta.allure.examples.SimpleAssertTest","assertNotEqualsTest","assertNotEqualsTest()",""
"failed","Tue Aug 25 11:06:02 GMT 2020","Tue Aug 25 11:06:02 GMT 2020","4","","io.qameta.allure.examples.SimpleAssertTest","","io.qameta.allure.examples.SimpleAssertTest","assertAllTest","assertAllTest()",""
"failed","Tue Aug 25 11:06:02 GMT 2020","Tue Aug 25 11:06:02 GMT 2020","9","","io.qameta.allure.examples.SimpleAssertTest","","io.qameta.allure.examples.SimpleAssertTest","assertEqualsTest","assertEqualsTest()",""
